Filename,English,Kashaya,Categories
toad,toad,mašánhqʰoṭi,"animal; reptile, amphibian"
tobacco,tobacco,ka·wa,household
together,together,kutol,adverb
tomato,tomato,tomá·te,food
tongue,tongue,ha·ba,body part
tooth,tooth,hoʔo,body part
topknot,topknot (of quail),kʰeya,body part; bird
town,town,péwlo,place
toyon-berry,toyon berry,budu,food
trap,trap,tarámpa,tool
tree,tree,qʰale,plant; tree
tree-branch,tree branch,qʰale ʔíša·,plant; plant part
tribe,"tribe, people",nohpʰo,people
trout,trout,le·wen,"animal; fish, sea creature"
turtle,turtle,qʰawina,"animal; reptile, amphibian"
twenty-two,twenty-two,camhma qʰo·,number
twist-dance,twist dance,lu·lumúʔ,traditional culture
two,two,qʰo·,number
ugly,"ugly, really bad, no good",piškudú,adjective; appearance
under,under,ʔiyow,location
unripe,"unripe, green, immature",sʼamoʔ,adjective
up,"up, high, in the air",qali·,location
uphill,"uphill, steep, high",qalil,adjective; location
urine,urine,sʼoʔoʔ,general
valley,"valley, low, sloped [?]",kʼolommaw,land
valley-loc,"valley, low area",kʼolommawálli,land
venison,"venison, deer meat",ʔacaʔ bíhše,food; traditional culture
very-good,very good,ʔaná· qʼoʔdi,adjective; taste
vulture,"turkey vulture, buzzard",cuhcʰi,animal; bird
wagon,"wagon, truck",kare·ta,vehicle
waist,waist,k’iwili,body part
wash-hands,wash one's hands,paseʔ,verb
washboard,washboard,cukikiʔ,household
water,water,ʔahqʰa,water
weak,"weak, clumsy",sʼawaʔ,adjective
weary,"weak, weary",ló·ho,adjective
wet-cloth,"wet (cloth, etc.)",qʰonomʔ,adjective
wet-person,"wet (person, etc.)",sihcow,adjective
whale,whale,pú·šu,"animal; fish, sea creature"
what,"what, which",baqʼo,question
wheat,wheat,"šinícca, šiníhca",food
when,when,bute·,question
where,where,heʔéy,question
whistle,whistle,libu·,household; music
whistle-v,to whistle,sisutá·du,verb
white,white,qahle,adjective; color
white-crowned-sparrow,white-crowned sparrow,s’úmʔ s’ihta,animal; bird
white-person,white person,pʰaláʔcayʔ,people
white-woman,white woman,pʰaláʔcayʔ ʔima·ta,people
whole,"whole, entire, all of it",kuʔmu,number
wide,wide; large space,bahṭʰema·,adjective
willet,"willet, sandpiper, plover",qʰapíliʔli,animal; bird
willing,willing (to do),lícʰqaʔ,adjective
willow,willow,cuṭ’a·,plant; tree
wind,wind,ʔihya,weather
window,window,wentá·na,building
windpipe,windpipe,k’uyu,body part
wine,wine,wí·nu,food
woman,"woman, female",ʔima·ta,people; adjective
wood,"wood, stick",ʔahay,plant; plant part
woodpecker,woodpecker,kʼaṭaʔ,animal; bird
woods,woods,kulu·,land; plant
worm,worm,ʔicʰo·,"animal; insect, spider"
wrentit,wrentit,miʔdíšṭiṭi,animal; bird
write,"to write, mark",sʼiʔ,verb
yawn,to yawn,kʰašá·du,verb
yellowhammer,yellowhammer,koʔc’iya,animal; bird
yes,yes,hu·,interjection
yes2,yes (2),huʔ,interjection
young-man,young man,qawiya,people
young-woman,young woman,qá·šenʔ,people
