Filename,English,Kashaya,Categories
this-emph-his-car-asr,that is his car,maʔu ṭʼo mu·kínʔkʰe ma·kina ʔ,statement
this-emph-my-shoe-asr,this is my shoe,maʔu ṭʼo kʰe sápa·tu ʔ,statement
this-emph-your-shoe-asr,this is your shoe,maʔu ṭʼo miʔkʰe sápa·tu ʔ,statement
this-his-sack-is-q,is this his sack?,maʔu mu·kínʔkʰe mišukʰ e· ˇ,question
this-my-knife-is-q,is this my knife?,maʔu kʰe qáhca ʔe hni ˇ,question
thorn-cop-that,it's a thorn,hiʔṭʼiṭʼ é· mu,statement
thorn-have-cop-that,it has thorns,hiʔṭʼíʔ qʼo ʔe· mu,statement
throat-hoarse,"have a hoarse, sore throat",mihya báqʰaw,phrase
thus-act-neg-imp,don't act that way!,men cʼoyʔcʼéʔtʰuʔ,command
thus-cop-it,"that's how it is, that's the way it is, it's like that",men é· mu,statement
thus-cop-you,that's the way you are,men é· ma,statement
thus-do-neg-imp,don't do that! don't do it!,men ʔsʼitʰúʔ,command
thus-resp-foc-it,that's the way it is (responding),men ém ṭa mu ˇ,statement
thus-talk-neg-imp,don't talk that way!,men cahnoʔtʰúʔ,command
tide-comes-in,the tide comes in,ʔahqʰa cʰúliw,water; statement
tired-resp-i,I'm tired (subject form),tʼunu ʔém ʔa ˇ,feeling
tired-vis-resp-foc-me,I'm tired (object form),tʼunuyém ṭa to ˇ,feeling
toes-touch-refl-imp,touch your toes!,qʰamáʔbamʔ duhtʰayi·cʼi,command
touch-finger-neg-imp,don't touch it!,duhtá·tʰuʔ,command
tree-fell,the tree fell over,qʰalé hcʰaw,statement
tree-stand-group-long,the trees are standing in a group,qʰale qólaw,statement
understand-neg-prf-i,I don't understand,baʔyahtʰelá· ʔa,statement; understanding
understand-neg-prf-i-you-what-say-rel,I don't understand what you're saying,baʔyahtʰelá· ʔa ma baqʼo cahno·dal,statement; understanding
understand-not-i,I don't understand,baʔyahtʰé· ʔa,understanding
understand-not-i-you,I don't understand you,baʔyahtʰé· ʔa mito,understanding
understand-not-we-you,we don't understand you,baʔyahtʰé· ya mito,understanding
understand-not-you-i,I don't understand you (2),baʔyahtʰé· mito ʔa,understanding
understand-vis-i,I have understood,baʔyahyé· ʔa,understanding
understand-vis-you-pl-q,do you understand? (to several),baʔyahyé· maya,understanding; question
understand-vis-you-q,do you understand?,baʔyahyé· ma,understanding; question
us-toward-run-along-fact,it (the car) is coming toward us; (person) is running toward us,yal tólhqʰaʔ mo·nʔ,statement
very-cold-is-water,the water is very cold,ʔaná· ʔihyum e· ʔahqʰa,statement; location
very-lazy,very lazy,ʔaná· ʔama duhkʰeniʔ,phrase
very-pound-iter-neg-imp,don't pound (the meat) too much!,ʔana· pohcóhcotʰuʔ,command
wagon-broken,"the wagon is broken, broke down",kare·ta hísʼaw,statement
wake-imp,wake (him/her) up!,dawayí,command
want-neg-me,I don't want to; I don't like it,da·tʰé· to,statement
wash-face-imp,wash your face!,ʔusá·qa,command
wash-face-pl-imp,wash your faces! (to several),ʔusá·tahmeʔ,command
water-cold-want,I want cold water,ʔahqʰa ʔíhyumʔ da·w,statement
water-hot-me-serve-imp,"give me hot water (or, coffee)!",ʔahqʰa ʔóho to howeʔ,command
water-to-leave-int-about-prf-i,I'm going to the river,ʔaqʰa· cóhto·ti ʔdela· ʔa,statement
we-saw-him-past,we saw him,cacʼ íyowe· ya mu·kito,statement
we-saw-them-past,we saw them,cacʼ íyowe· ya ma·cal,statement
we-saw-them-past-2,we saw them (2),ma·cal ya cacʼ íyow,statement
we-saw-yall-past,we saw you (plural),cacʼ íyowe· ya mayal,statement
we-saw-yall-past-2,we saw you (plural) (2),mayal ya cacʼ íyow,statement
we-saw-you-past,we saw you,cacʼ íyowe· ya mito,statement
we-saw-you-past-2,we saw you (2),mito ya cacʼ íyow,statement
we-see-them,we see them,cacʼé· ya ma·cal,statement
we-see-them-2,we see them (2),ma·cál ya cacʼela,statement
well-come-up,"he/she got well, made it, survived",qʼoʔdi wóloʔ,statement
well-guard-self-imp,"be careful, watch yourself!",qʼoʔdi máce·cʼi,command
what-q-foc-that-repeat-do-resp,"what's (he, she) doing over and over?",baqʼó ʔwa ṭa mu kúʔmul cicʼi·dam ˇ,question
what-q-that,what is that?,baqʼó ʔwa mu ˇ,question
what-q-this,what is this?,baqʼó ʔwa maʔu ˇ,question
what-time-is-it,what time is it?,béṭʼbu šoʔkʼowa ˇ,question
whats-your-name,what's your name?,baq’ó ʔwa mito šihcimaʔ ˇ,introduction; question
whats-your-pl-name,what's your name? (to several),baq’ó ʔwa mayal šihcimaʔ ˇ,introduction; question
where-go-away-imp,go away! scram! get lost!,weʔé· heci,command
where-is-it,where is it?,heʔéy iwa ˇ,question
whose-chair-q-that,whose chair is that?,cibáʔkʰe cumátʰmaw iwa mu ˇ,statement
whose-chair-q-this,whose chair is this?,cibáʔkʰe ʔwa maʔu cumatʰmaw ˇ,statement
why-you-back-forth-go-here-there-resp,why are you pacing back and forth?,heʔén sʼin iwa ma qowálhqʰaʔ wanʔwadam ˇ,question
wind-det-quiet-refl,the wind quieted down,ʔihya ʔem šuhkémciʔ,statement
wind-is-blowing,the wind is blowing,ʔihyá hyaw,weather
wind-keeps-blowing,the wind keeps blowing,ʔihyá hya·du,weather
woman-skinny,skinny woman,ʔima·ta búṭuʔ,phrase
wood-buy-imp,buy some wood!,ʔahá· tumhu,command
wood-give-bunch-imp,"give (a bundle, several sticks of) wood!",ʔahá· biʔdaqa,command
wood-house-loc-bring-bunch-in-imp,bring (a bundle of) wood into the house!,ʔaha· ʔahcá· biʔdimá·qo,command
yall-saw-him-past,you (plural) saw him,cacʼ íyowe· maya mu·kito,statement
yall-saw-him-past-2,you (plural) saw him (2),mu·kito maya cacʼ íyow,statement
yall-saw-me-past,you (plural) saw me,cacʼ íyowe· to· maya,statement
yall-saw-me-past-2,you (plural) saw me (2),cacʼ íyowe· maya to,statement
yall-saw-us-past,you (plural) saw us,cacʼ íyowe· yal maya,statement
yall-saw-us-past-2,you (plural) saw us (2),maya yal cacʼ íyow,statement
yes-i-see,"yes, I see (you)",huʔ cadéla,statement
yes-i-see-you,"yes, I see you",huʔ cadéla· ʔa mito,statement
yes-thus-did-vis-resp-foc,"yes, he did do that",hu· ˇ men sʼiyám ṭa ˇ,statement
you-butcher-imp,you butcher it!,ma šáme,command
you-resp-foc-it,it was you (who did it),ma ʔém (~n) ṭa mu ˇ,statement
you-saw-him-past,you saw him,cadú ʔyowe· ma mu·kito,statement
you-saw-me-past,you saw me,cadú ʔyowe· to· ma,statement
you-saw-them-past,you saw them,cadú ʔyowe· ma ma·cal,statement
you-saw-them-past-2,you saw them (2),ma·cal ma cadú ʔyow,statement
you-saw-us-past,you saw us,cadú ʔyowe· ma yal,statement
your-house-is-q-that,is that your house?,miʔkʰe ʔáhca ʔe hni mu ˇ,question
your-house-is-q-this,is this your house?,miʔkʰe ʔáhca ʔe hni maʔu ˇ,question
your-is-this-q,is this yours?,miʔkʰe ʔé· maʔu ˇ,question
your-money-scatter-melt-swing-neg-imp,don't throw away (waste) your money!,miʔkʰe pe·su hasohtʰúʔ,command
your-you-keys-still-carry-q,do you have your keys? (3),miʔkʰe ma ya·we ʔóʔ dinʔwade· ˇ,question
youve-been-singing,"you've been singing, huh?",qʼoʔo cáhnow hni· ma ˇ,question
