Filename,English,Kashaya,Categories
our-child-det-carry-person-refl-imp,carry our child on your back!,yaʔkʰe naṭa ʔel pʰiyí·cʼi,command
outside-run-here-there-fact,(someone) is running around outside,ʔuhwa· mónʔwanʔ,statement
overcast-vis-us,"the weather turned bad, overcast on us",ʔama kʰúnuhye· yal,statement
pain-is-small,the pain is small; it aches a little,duhṭʰal é· qawi,statement
pants-blue-with-cop-you-q,do you have blue pants?,táhtala· sʼaqʰa·la qʼo ʔe· ma ˇ,question
paper-ground-on-sit,the paper is (sitting) on the floor,kalikakʰ ʔamatol cáw,statement
people-coming,people are coming,ʔacaʔ pʰilá·cʼ,statement
person-bare-walk-here-there,the person is walking around naked,ʔacacʼ em qahqo wánʔwadu,command
person-coming,a person is coming,ʔacaʔ wá·nʔ,statement
person-det-drown-circ-resp,the person must have drowned,ʔacacʼ em sinamqám ˇ,statement
person-lucky-cop-you,you're a lucky person,ʔacaʔ šáʔqʼa ʔe· ma,statement
person-lucky-not,unlucky person,ʔacaʔ šaʔqʼa tʰín,phrase
person-short,short person,ʔacaʔ bíʔtʼe,phrase
person-tall-pl,tall people,ʔacaʔ ʔaqólay,phrase
please-cook-it,please cook it!,qayʔ dutʼatá·du,command
please-our-bread-toast-caus-imp,please toast our bread! (or) why don't you toast the bread for us?,qáyʔ yaʔkʰe cuhni· muqʼáṭʰqa,command
potato-ground-on-move-heavy-imp,pick up [?] the potatoes off the ground (or floor)!,hiʔbu ʔamatól daʔdi,command
potato-pick-up-ss-table-on-put-imp,pick up the (bag of) potatoes and put them on the table!,hiʔbu cʰíʔdicʰpʰi lamé·sa tol daʔdima,command
potato-table-on-put-heavy-off-ground-imp,put the potatoes on the table!,hiʔbu lamé·sa tol daʔdima,command
prepare-it,cook it! prepare it!,dutʼatá·du,command
prepare-prf,(I) am cooking,dutʼatá·dela,statement
put-down-imp,put it down!,bane,command
put-heavy-off-ground-imp,put (a heavy thing) on a surface off the ground!,daʔdimá,command
quilt-scatter-pull-imp,shake out the quilt!,cʼoʔqʰo šohpʰoṭí,command
rain-precipitate,"rain fell, is falling",ʔihcʰe díbuʔ,statement; weather
rain-precipitate-like-sound,it sounds like it's raining,ʔihcʰe díbuʔ min baʔtʼáw,statement; weather
rain-worse-fall-fact,it's raining very hard,ʔihcʰe šamá· dibucʰ,statement; weather
recognize-sight-neg-prf-i,I don't recognize it (by sight),pʰiʔyahtʰelá· ʔa,statement
return-caus-imp,"tell him to go home! or, return it!",qowícʰqa,command
return-caus-imp-me,return it to me!,qowícʰqawe to ʔ,command
return-fut-you-tomorrow,I'll return it to you tomorrow,qowícʰqaʔkʰe mito ʔamhúl,statement
return-imp,go home! return!,qowí·ci,command
return-int-perf-i,I'm going to return home,qowí·ti ʔdela· ʔa,statement
rip-pull-imp,pull it apart! tear it in half!,šuhqʰaṭí,command
ripen-abs-already,it's already ripened,ʔul sʼíʔ,statement
ripen-biw,it's gotten ripe (it seems),sʼícʼbiw,statement
rock-many-sit-on-ground-pl,a lot of rocks are sitting (there),qʰaʔbe baṭʰé· baṭíw,statement
root-cop-that,it's a root,ʔihqʰoṭʼ é· mu,statement
roundhouse-loc-we-go-in-int,let's go to the roundhouse,maʔcá· ya pʰiláhteʔ,command
roundhouse-loc-we-go-sep-fut-asr,"we're going to the roundhouse, separately",maʔcá· ya hayomʔkʰe ʔ,statement
run-fast,run fast!,šahya mó·du,command
run-fast-min,run fast_!,šahya mín mo·du,command
run-faster,run faster!,miʔána· šahya mo·du,command
run-faster-2,run faster_!,šahya mó·du miʔánaw ʔ,command
salmon-cop-i-like,I like salmon_,maqʰa ʔé· ʔa da·qaʔ,statement
same-look,they look the same,kúʔmeʔ huʔúhtimʔ,statement
say-it-after-me,say it after me!,to· qʰamá· mice·du,teaching; command; speaking
say-it-again,say it again!,pʰala míce·du,teaching; command; speaking
say-it-again-pl,say it again! (to several),pʰala míyic’meʔ,teaching; command; speaking
say-it-in-indian,say it in Indian!,ʔacaʔ cáhno·du,teaching; command; speaking
say-it-in-indian-pl,say it in Indian! (to several),ʔacaʔ lowác’meʔ,teaching; command; speaking
say-neg-imp,don't say that!,micéʔtʰuʔ,command
scatter-hand-imp,fluff (the pillow)! brush it off!,dahpʰóhpʰoci,command
scrub-brush-brush-handle-refl-imp,brush yourself off with a brush!,cucʼuqáʔli - cohpʰoṭí·cʼi,command
search-dur-dist,"go around looking, searching",mubetá·duwa·du,phrase
see-prf-cmp,I saw (it),cadéla,statement
see-prf-cmp-i-him,I see him,cadéla· ʔa mu·kito,statement
see-prf-cmp-i-it,I see it,cadéla· ʔa mul,statement
see-want-nfv-you,I want to see you,cadu dá·we· mito,statement
shallow-water,shallow water,ʔahqʰa wina·,phrase
shoe-remove-refl-imp,take your shoes off!,sapá·tu šololi·cʼi,command
sit-down-group-on-ground-imp-pl,sit down (on the ground) in one group!,šuqʰácʰmeʔ,command
sit-down-group-on-ground-pl-imp-pl,sit down (on the ground) in several groups!,šuqʰáhcimeʔ,command
sit-down-off-ground-imp,sit down (off the ground)!,cuma·ci,command
sit-down-on-ground-imp,sit down (on the ground)!,cahci,command
sleep-imp,sleep!,sima·qa,command
sleep-imp-pl,go to sleep! (to several),simatáhmeʔ,command
sleep-lover-cop-i,I like to sleep; I'm someone who likes sleep,simá hqal e· ʔa,statement
sleep-lover-cop-we,we like to sleep,simá hqal e· ya,statement
sleep-lover-cop-you-q,do you like to sleep?,simá hqal e· ma ˇ,question
sleep-pl-imp,sleep! (to several),simatáhmeʔ,command
slice-imp,slice it!,caqʰa,command
small-ache,small ache,duhṭʰál qawi,phrase
smile-dur,be smiling,pihmoyá·du,phrase
smile-dur-dist,go around smiling,pihmoyá·duwa·du,phrase
smile-incep-neg-q,"he just smiled, didn't he?",pihmoyí·bi·tʰe hni ˇ,question
socks-left-circ-you,it looks like you left your socks behind,cú·ki qʼa·qa· ma,statement
someday-you-pl-get-older-when-same-look-fut,"one day when you get older, you'll look the same",hiʔdi méʔ tʰin maya duyamá·tahpʰi kúʔmeʔ huʔúhtimʔkʰe,statement
someone-mud-throw-my-car,someone hit my car with mud,ciba· tʰin maṭʼqʰa báneye· kʰe ma·kina,statement
song-sing-imp,sing a song!,qʼoʔo cáhno,command
splash-hand-imp,splash with your hands!,dapʰo·ṭi,command
stand-imp,stand! be standing!,tʼetʰmá,command
stand-up-imp,stand up!,tʼetibi·cí,command
start-here,start here!,be·li túbiyi·c’i,teaching; command; speaking
stop-imp,stop it! quit it!,sáhqacʼi,command
stove-on-heat-close-imp,turn off the heat on the stove!,stú·fa tol ʔoho šúʔpʼani,command
stove-on-i-already-put-container-up-vis,I already put it on the stove,stú·fa tol ʔul ʔa co·qa·y,statement
stove-on-i-put-container-up-fut,I'll put it on the stove,stú·fa tol ʔa co·qacʼkʰe,statement
stove-on-i-put-container-up-int-prf,I'm going to put it on the stove,stú·fa tol ʔa co·qá·ti ʔdela,statement
string-asr-that-q,is that a string?,sulemáṭʼ e· mu ˇ,question
sugar-want-fact-you,do you want sugar?,túyʔtu da·we· mito ˇ,question
suspenders-his-own-pants,he has suspenders on his pants,šuhciwá·loqoʔye· tiʔkʰe tahtalaw,statement
table-on,on the table,lamé·sa tol,phrase
table-on-sit-pl,they're sitting on the table,lamé·sa tol bamáw,statement
tea-me-serve-imp,"give me, serve me tea!",cá·yo to howeʔ,command
that-emph-cup-asr,that is a cup,mu· ṭʼo há·ro ʔ,statement
that-emph-his-car-asr,that is his car,mu· ṭʼo mu·kínʔkʰe má·kina ʔ,statement
that-emph-my-shoe-asr,that is my shoe,mu· ṭʼo kʰe sápa·tu ʔ,statement
that-emph-your-shoe-asr,that is your shoe,mu· ṭʼo miʔkʰe sápa·tu ʔ,statement
that-paper-pick-up-ss-table-on-put-imp,pick up that paper and put it on the table!,haʔal kalikákʰ dihcipʰi lamé·sa tol banemá,command
that-person-food-give-imp,give that person some food!,mul ʔacáʔ maʔa díhqa,command
that-you-do-rel-stop-imp-bad-cop,"stop what you're doing, it's bad!","mul ma cicʼi·dal sáhqacʼi, pišudú ʔe ʔ",command
that-your-house-is-q,is that your house? (alternate),mu· miʔkʰe ʔáhca ʔe hni ˇ,question
thats-not-right,that's not right,kataṭí tʰin e· mu,teaching
thats-not-true,that's not true,ʔihmi tʰín e· mu,teaching
thats-right,that's right,kataṭí ʔe· mu,teaching
thats-the-way,that's the way,men ém ʔṭʼo,statement
thats-true,that's true,ʔihmi ʔé· mu,teaching
the-indian-way-is-difficult,the Indian way is difficult,ʔahsiy é· mu ʔacaʔ ta·wi,teaching
the-indian-way-is-very-difficult,the Indian way is very difficult,ʔaná· ʔahsiy e· mu ʔacaʔ ta·wi,teaching
there-apple-sit-pl,the apples are sitting over there (on a table),haʔu ya·pálka bamaw,statement
there-go-in,go in there,mi· máʔ,phrase
there-go-in-pl,go in there (several),mi· pʰimáʔ,phrase
there-high-lie-off-ground,"it's lying up there (on a shelf, roof)",haʔu qali· mimáw,statement
there-isnt-any,there isn't any,cʰo·wén ṭa,statement
there-lie-off-ground,it's lying over there (on a table or couch),haʔu mímaw,statement
there-low-go-out-imp,"go out there, downhill!",haʔdi bida· waqá,command
theres-no-whistle,there's no whistle,cʰo·wén ṭa libu· ˇ,statement
they-night-through-giggle,they giggled all through the night,ma·caʔ duwé hqʰowal siʔkʼisiiʔkʼiw,statement
they-saw-us,they saw_ us,cacʼ íyowe· yal ma·caʔ,statement
they-saw-us-2,they saw_ us_,cacʼ íyowe· ma·caʔ yal,statement
they-saw-us-3,they saw us,ma·cáʔ yal cacʼ íyow,statement
they-saw-us-resp,they saw us (said responding to a question),ma·cáʔ ṭa yal cacʼam ˇ,statement
thing-right-do-imp-pl,do the right thing! (to several),ʔama· kataṭí cicʼwacʼmeʔ,command
this-emph-cup-asr,this is a cup,maʔu ṭʼo há·ro ʔ,statement
this-emph-her-doll-asr,this is her doll,maʔu ṭʼo ma·dáʔkʰe cá·ška naṭa ʔ,statement
this-emph-his-car-asr,that is his car,maʔu ṭʼo mu·kínʔkʰe ma·kina ʔ,statement
this-emph-my-shoe-asr,this is my shoe,maʔu ṭʼo kʰe sápa·tu ʔ,statement
this-emph-your-shoe-asr,this is your shoe,maʔu ṭʼo miʔkʰe sápa·tu ʔ,statement
this-his-sack-is-q,is this his sack?,maʔu mu·kínʔkʰe mišukʰ e· ˇ,question
this-man-det-woman-on-run-here-there-fact,this man is running around after the woman,maʔu híʔbaya ʔem ʔima·ta tól monʔwánʔ,statement
this-my-knife-is-q,is this my knife?,maʔu kʰe qáhca ʔe hni ˇ,question
thorn-cop-that,it's a thorn,hiʔṭʼiṭʼ é· mu,statement
thorn-have-cop-that,it has thorns,hiʔṭʼíʔ qʼo ʔe· mu,statement
thorn-obj-i-detach-vis,I removed the thorn (from the bush) (verb last),hiʔṭʼiṭʼ el ʔa duhlúyʔ,statement
three-mile,three miles,sibó mi·ya,phrase; number
throat-hoarse,"have a hoarse, sore throat",mihya báqʰaw,phrase
thus-act-neg-imp,don't act that way!,men cʼoyʔcʼéʔtʰuʔ,command
thus-cop-it,"that's how it is, that's the way it is, it's like that",men é· mu,statement
thus-cop-you,that's the way you are,men é· ma,statement
thus-do-neg-imp,don't do that! don't do it!,men ʔsʼitʰúʔ,command
thus-resp-foc-it,that's the way it is (responding),men ém ṭa mu ˇ,statement
thus-talk-neg-imp,don't talk that way!,men cahnoʔtʰúʔ,command
tide-comes-in,the tide comes in,ʔahqʰa cʰúliw,water; statement
tired-feel-me,I feel tired,tʼunú· tʼa·de· to,feeling
tired-resp-i,I'm tired (subject form),tʼunu ʔém ʔa ˇ,feeling
tired-vis-me,I'm tired (object form),tʼunuyé· to,feeling
toes-touch-refl-imp,touch your toes!,qʰamáʔbamʔ duhtʰayi·cʼi,command
tooth-big-pl,big teeth,hoʔo ʔáhṭʰiy,phrase
touch-finger-neg-imp,don't touch it!,duhtá·tʰuʔ,command
tree-fell,the tree fell over,qʰalé hcʰaw,statement
tree-stand-group-long,the trees are standing in a group,qʰale qólaw,statement
true-asr-inf,it seems to be true,ʔihmí ʔbiw,statement
two-mile,two miles,qʰo mí·ya,phrase; number
understand-neg-prf-i,I don't understand,baʔyahtʰelá· ʔa,statement; understanding
understand-neg-prf-i-you-what-say-rel,I don't understand what you're saying,baʔyahtʰelá· ʔa ma baqʼo cahno·dal,statement; understanding
understand-not-i,I don't understand,baʔyahtʰé· ʔa,understanding
understand-not-i-you,I don't understand you,baʔyahtʰé· ʔa mito,understanding
understand-not-we-you,we don't understand you,baʔyahtʰé· ya mito,understanding
understand-not-you-i,I don't understand you (other order),baʔyahtʰé· mito ʔa,understanding
understand-vis-i,I have understood,baʔyahyé· ʔa,understanding
understand-vis-you-pl-q,do you understand? (to several),baʔyahyé· maya,understanding; question
understand-vis-you-q,do you understand?,baʔyahyé· ma,understanding; question
us-toward-run-along-fact,it (the car) is coming toward us; (person) is running toward us,yal tólhqʰaʔ mo·nʔ,statement
very-cold-is-water,the water is very cold,ʔaná· ʔihyum e· ʔahqʰa,statement; location
very-lazy,very lazy,ʔaná· ʔama duhkʰeniʔ,phrase
very-me-sick-stomach-vis,I'm really sick to my stomach,ʔaná· to sʼuhlahwiy,statement
very-noisy-you-pl,you (plural) are making too much noise,ʔaná· baʔtʼile· maya,statement
very-pound-iter-neg-imp,don't pound (the meat) too much!,ʔana· pohcóhcotʰuʔ,command
very-your-child-det-cry-fact,your child is crying a lot_,ʔaná· miʔkʰe naṭa ʔem qaʔcʼáṭʰ,statement
voice-hoarse,lose one's voice from a sore throat,mihya qʰáma baqʰaw,phrase
wagon-broken,"the wagon is broken, broke down",kare·ta hísʼaw,statement
wagon-move-pull-here-there-int-cop-i,I'm going to pull the wagon all around,kare·ta šúkʰenʔwaʔti ʔe· ʔa,statement
wake-imp,"wake (him, her) up!",dawayí,command
want-neg-me,I don't want to; I don't like it,da·tʰé· to,statement
wash-face-imp,wash your face!,ʔusá·qa,command
wash-face-pl-imp,wash your faces! (to several),ʔusá·tahmeʔ,command
water-cold-want,I want cold water,ʔahqʰa ʔíhyumʔ da·w,statement
water-det-kettle-in-pour,pour water into the kettle,ʔahqʰa ʔel cáynikʰ wi ṭʼamʔ,phrase
water-hot-me-serve-imp,"give me hot water (or, coffee)!",ʔahqʰa ʔóho to howeʔ,command
water-thirsty-psy,"he, she is thirsty (for water)",ʔahqʰá ʔdawanʔqaw ~ ʔahqʰa ʔdawánʔqaw,"hunger, thirst"
water-to-leave-int-about-prf-i,I'm going to the river,ʔaqʰa· cóhto·ti ʔdela· ʔa,statement
we-saw-him-past,we saw_ him,cacʼ íyowe· ya mu·kito,statement
we-saw-them-past,we saw_ them,cacʼ íyowe· ya ma·cal,statement
we-saw-them-past-2,we saw them,ma·cal ya cacʼ íyow,statement
we-saw-yall-past,we saw_ you (plural),cacʼ íyowe· ya mayal,statement
we-saw-yall-past-2,we saw you (plural),mayal ya cacʼ íyow,statement
we-saw-you-past,we saw_ you,cacʼ íyowe· ya mito,statement
we-saw-you-past-2,we saw you,mito ya cacʼ íyow,statement
we-see-them,we see_ them,cacʼé· ya ma·cal,statement
we-see-them-2,we see them,ma·cál ya cacʼela,statement
well-come-up,"he, she got well, made it, survived",qʼoʔdi wóloʔ,statement
well-guard-self-imp,"be careful, watch yourself!",qʼoʔdi máce·cʼi,command
what-q,what (is it)?,baqʼó ʔwa ˇ,question
what-q-foc-that-repeat-do-resp,"what's (he, she) doing over and over?",baqʼó ʔwa ṭa mu kúʔmul cicʼi·dam ˇ,question
what-q-that,what is that?,baqʼó ʔwa mu ˇ,question
what-q-this,what is this?,baqʼó ʔwa maʔu ˇ,question
what-q-your-name,what's your name?,baq’ó ʔwa mito šihcimaʔ ˇ,introduction; question
what-q-your-pl-name,what's your name? (to several),baq’ó ʔwa mayal šihcimaʔ ˇ,introduction; question
what-rise,what?,baqʼo ˇ,question
what-time-is-it,what time is it?,béṭʼbu šoʔkʼowa ˇ,question
where-go-away-imp,go away! scram! get lost!,weʔé· heci,command
where-q,where is it?,heʔéy iwa ˇ,question
where-q-my-glasses,where are my glasses?,heʔéy iwa kʰe huʔu· dutʼetiʔ ˇ,question
whose-chair-q-that,whose chair is that?,cibáʔkʰe cumátʰmaw iwa mu ˇ,statement
whose-chair-q-this,whose chair is this?,cibáʔkʰe ʔwa maʔu cumatʰmaw ˇ,statement
why-you-back-forth-go-here-there-resp,why are you pacing back and forth?,heʔén sʼin iwa ma qowálhqʰaʔ wanʔwadam ˇ,question
wind-det-quiet-refl,the wind quieted down,ʔihya ʔem šuhkémciʔ,statement
wind-is-blowing,the wind is blowing,ʔihyá hyaw,weather
wind-keeps-blowing,the wind keeps blowing,ʔihyá hya·du,weather
woman-skinny,skinny woman,ʔima·ta búṭuʔ,phrase
wood-buy-imp,buy some wood!,ʔahá· tumhu,command
wood-give-bunch-imp,"give (a bundle, several sticks of) wood!",ʔahá· biʔdaqa,command
wood-house-loc-bring-bunch-in-imp,bring (a bundle of) wood into the house!,ʔaha· ʔahcá· biʔdimá·qo,command
word-support-neg-me,"he didn't speak up for me, support me",cahno bayáʔtatʰe· to,statement
yall-saw-him-past,you (plural) saw_ him,cacʼ íyowe· maya mu·kito,statement
yall-saw-him-past-2,you (plural) saw him,mu·kito maya cacʼ íyow,statement
yall-saw-me-past,you (plural) saw_ me,cacʼ íyowe· to· maya,statement
yall-saw-me-past-2,you (plural) saw_ me_,cacʼ íyowe· maya to,statement
yall-saw-us-past,you (plural) saw_ us,cacʼ íyowe· yal maya,statement
yall-saw-us-past-2,you (plural) saw us,maya yal cacʼ íyow,statement
yes-i-see,"yes, I see (you)",huʔ cadéla,statement
yes-i-see-you,"yes, I see you",huʔ cadéla· ʔa mito,statement
yes-thus-did-vis-resp-foc,"yes, he did do that",hu· ˇ men sʼiyám ṭa ˇ,statement
yesterday-house-tidy,"yesterday (he, she) cleaned the house",duwéʔ ʔahca duhcʰiw,statement
you-butcher-imp,you butcher it!,ma šáme,command
you-i-money-return-prf-cmp,I paid you back the money,mito ʔa pe·su qowícʰqamela,statement
you-resp-foc-it,it was you (who did it),ma ʔém (~n) ṭa mu ˇ,statement
you-saw-him-past,you saw him,cadú ʔyowe· ma mu·kito,statement
you-saw-me-past,you saw me,cadú ʔyowe· to· ma,statement
you-saw-them-past,you saw_ them,cadú ʔyowe· ma ma·cal,statement
you-saw-them-past-2,you saw them,ma·cal ma cadú ʔyow,statement
you-saw-us-past,you saw us,cadú ʔyowe· ma yal,statement
your-child-cry-vis-nfv,is your baby crying?,miʔkʰe naṭa qaʔcʼáhye· ˇ,question
your-child-det-cry-fact,your child is crying,miʔkʰe naṭa ʔem qaʔcʼáṭʰ,statement
your-child-det-very-cry-fact,your child is crying a lot,miʔkʰe naṭa ʔem ʔaná· qaʔcʼaṭʰ,statement
your-coat-blue,your blue coat,miʔkʰe kapú·ta sʼaqʰa·la,phrase
your-house-is-q-that,is that your house?,miʔkʰe ʔáhca ʔe hni mu ˇ,question
your-house-is-q-this,is this your house?,miʔkʰe ʔáhca ʔe hni maʔu ˇ,question
your-is-this-q,is this yours?,miʔkʰe ʔé· maʔu ˇ,question
your-money-scatter-melt-swing-neg-imp,don't throw away (waste) your money!,miʔkʰe pe·su hasohtʰúʔ,command
your-you-keys-still-carry-q,do you have your keys? (3),miʔkʰe ma ya·we ʔóʔ dinʔwade· ˇ,question
youth-cop-i,"I'm a youth, a young man",qawiyá ʔe· ʔa,statement
youve-been-singing,"you've been singing, huh?",qʼoʔo cáhnow hni· ma ˇ,question
